release_version,sample_id,question_zh,food_entity_original,food_category_code,food_category_name,category_mapping_source,category_mapping_note,gold_items,recipe_gold_label,additive_count,bucket_primary,bucket_multi,difficulty_level,correction_applied
partial-dataset-v1.0.0,59,"核查以下冰淇淋配方的合规性：海藻酸丙二醇酯 0.6g/kg、硬脂酰乳酸钠,硬脂酰乳酸钙 1.6g/kg、决明胶 3g/kg。",冰淇淋、雪糕类,03.01,冰淇淋、雪糕类,category_name_exact,,"海藻酸丙二醇酯: SAFE | 硬脂酰乳酸钠,硬脂酰乳酸钙: SAFE | 决明胶: RISK_OVERLIMIT",RISK,3,Easy-type,Easy-type,L1_EASY,False
partial-dataset-v1.0.0,60,请核查巧克力制品配方中胭脂树橙 0.015g/kg、日落黄及其铝色淀 0.45g/kg、阿斯巴甜 5g/kg的使用是否符合GB2760标准。,巧克力和巧克力制品、除05.01.01以外的可可制品,05.01.02,巧克力和巧克力制品、除05.01.01以外的可可制品,category_name_exact,,胭脂树橙: SAFE | 日落黄及其铝色淀: RISK_OVERLIMIT,RISK,2,H-type,H-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,61,"请核查煎炸粉配方中β-胡萝卜素 0.6g/kg 和磷酸及磷酸盐 4.0g/kg、L(+)-酒石酸,dl-酒石酸 15g/kg、姜黄素0.5g/kg使用的合规性。",面糊 (如用于鱼和禽肉的拖面粉)、裹粉、煎炸粉,06.11,面糊(如用于鱼和禽肉的拖面糊)、裹粉、煎炸粉,rule_category_name_exact,,"β-胡萝卜素: SAFE | 磷酸及磷酸盐: SAFE | L(+)-酒石酸,dl-酒石酸: RISK_OVERLIMIT | 姜黄素: RISK_OVERLIMIT",RISK,4,Easy-type,Easy-type,L1_EASY,False
partial-dataset-v1.0.0,62,请核查蜜饯中添加以下食品添加剂是否合规：β-胡萝卜素 0.8g/kg、苯甲酸 0.3g/kg、柠檬黄及其铝色淀 0.15g/kg、爱德万甜 0.1g/kg、肌醇六磷酸 0.3g/kg。,蜜饯,04.01.02.08,蜜饯,category_name_exact,,β-胡萝卜素: SAFE | 苯甲酸: SAFE | 柠檬黄及其铝色淀: RISK_OVERLIMIT | 爱德万甜: SAFE | 肌醇六磷酸: RISK_OVERLIMIT,RISK,5,H-type,H-type,L2_SINGLE,False
partial-dataset-v1.0.0,63,核查以下白兰地配方是否符合 GB2760：紫胶(又名虫胶) 0.1g/kg、焦糖色(亚硫酸铵法) 30.0g/L、焦糖色(苛性硫酸盐法) 8g/L。,白兰地,15.01.03,白兰地,category_name_exact,,焦糖色(亚硫酸铵法): SAFE | 焦糖色(苛性硫酸盐法): RISK_OVERLIMIT | 紫胶(又名虫胶): RISK_FORBIDDEN,RISK,3,N-type,N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,64,核查以下芝麻酱配方是否符合 GB2760：对羟基苯甲酸酯类及其钠盐 0.3g/kg、三氯蔗糖 0.2g/kg、苯甲酸及其钠盐 0.8g/kg,调味酱,12.10.02.02,调味酱,category_name_exact,,对羟基苯甲酸酯类及其钠盐: RISK_OVERLIMIT | 三氯蔗糖: SAFE | 苯甲酸及其钠盐: SAFE,RISK,3,H-type,H-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,65,请核查蒜蓉酱配方中，添加 β-阿朴-8'-胡萝卜素醛 0.006g/kg、β-胡萝卜素 1.5g/kg、阿斯巴甜 1.5g/kg、番茄红 0.15g/kg的合规性，依据GB2760标准。,调味酱,12.10.02.02,调味酱,category_name_exact,,β-阿朴-8'-胡萝卜素醛: RISK_OVERLIMIT | β-胡萝卜素: SAFE | 阿斯巴甜: SAFE | 番茄红: RISK_OVERLIMIT,RISK,4,O-type,O-type,L2_SINGLE,True
partial-dataset-v1.0.0,66,请核查以下蔬菜罐头配方的合规性：双乙酰酒石酸单双甘油酯 0.3g/kg、β-胡萝卜素 0.15g/kg、阿斯巴甜 0.9g/kg、二氧化硫及亚硫酸盐 0.06g/kg，依据GB2760标准。,蔬菜罐头,04.02.02.04,蔬菜罐头,category_name_exact,,双乙酰酒石酸单双甘油酯: RISK_FORBIDDEN | β-胡萝卜素: SAFE | 阿斯巴甜: SAFE | 二氧化硫及亚硫酸盐: RISK_OVERLIMIT,RISK,4,N-type,N-type,L2_SINGLE,False
partial-dataset-v1.0.0,67,请核查以下蔬菜罐头配方中添加剂使用的合规性：红花黄 0.1g/kg、氯化钙 1.5g/kg、冰结构蛋白 0.1g/kg，依据GB2760标准。,蔬菜罐头,04.02.02.04,蔬菜罐头,category_name_exact,,红花黄: SAFE | 氯化钙: RISK_OVERLIMIT | 冰结构蛋白: RISK_FORBIDDEN,RISK,3,N-type,N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,68,"请核查以下茶类饮料配方的合规性：天然苋菜红 0.1g/kg、苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠) 0.6g/kg、爱德万甜 0.002g/kg。",茶(类)饮料,14.05.01,茶(类)饮料,category_name_exact,,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠): SAFE | 爱德万甜: SAFE | 天然苋菜红: RISK_FORBIDDEN",RISK,3,N-type,H-type|N-type,L3_MIXED,False
partial-dataset-v1.0.0,69,核查以下含乳饮料配方的合规性：肉桂醛 0.1g/kg、海藻酸丙二醇酯 3.5g/kg、琥珀酸单甘油酯 6g/kg。,含乳饮料,14.03.01,含乳饮料,category_name_exact,,海藻酸丙二醇酯: SAFE | 琥珀酸单甘油酯: RISK_OVERLIMIT | 肉桂醛: RISK_FORBIDDEN,RISK,3,N-type,N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,70,核查以下水果干类配方是否符合国标要求：硫磺 0.06g/kg、三氯蔗糖 0.225g/kg、爱德万甜 0.1g/kg。,水果干类,04.01.02.02,水果干类,category_name_exact,,硫磺: SAFE | 三氯蔗糖(又名蔗糖素): RISK_OVERLIMIT | 爱德万甜: SAFE,RISK,3,H-type,H-type,L2_SINGLE,False
partial-dataset-v1.0.0,71,"核查以下植物油脂配方是否符合 GB2760：硫酸钙 0.1g/kg、蔗糖脂肪酸酯 15.0g/kg、硬脂酰乳酸钠,硬脂酰乳酸钙 0.25g/kg。",植物油脂,02.01.01,植物油脂,category_name_exact,,"蔗糖脂肪酸酯: RISK_OVERLIMIT | 硫酸钙: RISK_FORBIDDEN | 硬脂酰乳酸钠,硬脂酰乳酸钙: SAFE",RISK,3,N-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,72,核查以下杏仁露配方是否符合 GB2760：苯甲酸及其钠盐 0.6g/kg、皂树皮提取物 0.075g/kg、茶黄素 0.15g/kg。,植物蛋白饮料,14.03.02,植物蛋白饮料,category_name_exact,,苯甲酸及其钠盐: SAFE | 皂树皮提取物: RISK_OVERLIMIT | 茶黄素: RISK_OVERLIMIT,RISK,3,H-type,H-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,73,请核查以下猪油配方是否符合 GB2760：迷迭香提取物 0.25g/kg、茶多酚棕榈酸酯 0.5g/kg、茶多酚 0.5g/kg。,动物油脂(包括猪油、牛油、鱼油和其他动物脂肪等),02.01.02,动物油脂(包括猪油、牛油、鱼油和其他动物脂肪等),category_name_exact,,迷迭香提取物: SAFE | 茶多酚棕榈酸酯: SAFE | 茶多酚: RISK_OVERLIMIT,RISK,3,H-type,H-type,L2_SINGLE,False
partial-dataset-v1.0.0,74,核查以下地瓜果脯片配方是否符合 GB2760：乙二胺四乙酸二钠 0.2g/kg、β-胡萝卜素 1.5g/kg、阿斯巴甜 1.5g/kg、二氧化硫及亚硫酸盐 0.3g/kg。,果脯类,04.01.02.08.03,果脯类,category_name_exact,,乙二胺四乙酸二钠: SAFE | β-胡萝卜素: RISK_OVERLIMIT | 阿斯巴甜: SAFE | 二氧化硫及亚硫酸盐: SAFE,RISK,4,H-type,H-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,75,请核查馒头制品配方是否符合规范：L-半胱氨酸盐酸盐 0.05g/kg 、海藻酸丙二醇酯 6.0g/kg、决明胶 2.5g/kg。,发酵面制品,06.03.02.03,发酵面制品,category_name_exact,,L-半胱氨酸盐酸盐: SAFE | 海藻酸丙二醇酯: RISK_OVERLIMIT | 决明胶: SAFE,RISK,3,H-type,H-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,76,核查以下调味酱配方是否符合GB2760：红花黄 0.4g/kg、ε-聚赖氨酸盐酸盐 0.3g/kg、羧甲基淀粉钠 0.2g/kg。,调味酱,12.10.02.02,调味酱,category_name_exact,,ε-聚赖氨酸盐酸盐: SAFE | 红花黄: SAFE | 羧甲基淀粉钠: RISK_OVERLIMIT,RISK,3,Easy-type,Easy-type,L1_EASY,False
partial-dataset-v1.0.0,77,请核查粉圆配方中日落黄及其铝色淀(0.3g/kg)和双乙酸钠(2.4g/kg)、可溶性大豆多糖（9g/kg）使用的合规性。,粉圆,06.05.02.04,粉圆,category_name_exact,,双乙酸钠(又名二醋酸钠): SAFE | 日落黄及其铝色淀: RISK_OVERLIMIT | 可溶性大豆多糖: SAFE,RISK,3,H-type,H-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,78,"请核查以下运动饮料配方的合规性：β-环状糊精 0.3g/kg、二甲基二碳酸盐 0.375g/kg、L(+)-酒石酸,dl-酒石酸 4.5g/kg，依据GB2760标准。",特殊用途饮料,14.07,特殊用途饮料,category_name_exact,,"β-环状糊精: SAFE | 二甲基二碳酸盐: RISK_OVERLIMIT | L(+)-酒石酸,dl-酒石酸: SAFE",RISK,3,O-type,O-type,L2_SINGLE,False
partial-dataset-v1.0.0,79,请核查以下白煮肉配方是否符合GB2760：迷迭香提取物 0.25g/kg、甘草抗氧化物 0.25g/kg、乳酸链球菌素 0.75g/kg。,白煮肉类,08.03.01.01,白煮肉类,category_name_exact,,迷迭香提取物: SAFE | 甘草抗氧化物: RISK_OVERLIMIT | 乳酸链球菌素: RISK_OVERLIMIT,RISK,3,H-type,H-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,80,核查以下熟肉制品配方是否符合 GB2760：萝卜红 0.1g/kg、ε-聚赖氨酸 0.3g/kg、β-环状糊精 0.9g/kg。,熟肉制品,08.03,熟肉制品,category_name_exact,,β-环状糊精: SAFE | ε-聚赖氨酸: RISK_OVERLIMIT | 萝卜红: RISK_FORBIDDEN,RISK,3,N-type,N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,81,请核查油条制品配方中海藻酸钙 3.0g/kg 和硫酸钙 2.25g/kg、甘草抗氧化物 0.15g/kg使用的合规性。,油炸面制品,06.03.02.05,油炸面制品,category_name_exact,,海藻酸钙: SAFE | 硫酸钙: RISK_OVERLIMIT | 甘草抗氧化物: SAFE,RISK,3,H-type,H-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,82,请核查以下调味肉串配方是否符合GB2760：丙酸及其钠盐、钙盐 1.8g/kg，β-胡萝卜素 0.01g/kg、胭脂虫红及其铝色淀 0.1g/kg。,调理肉制品(生肉添加调理料),08.02.01,调理肉制品(生肉添加调理料),category_name_exact,,丙酸及其钠盐、钙盐: SAFE | β-胡萝卜素: SAFE | 胭脂虫红及其铝色淀: RISK_OVERLIMIT,RISK,3,Easy-type,Easy-type,L1_EASY,False
partial-dataset-v1.0.0,83,核查以下奶油粉配方是否符合 GB2760：海藻酸丙二醇酯 2.5g/kg、丙二醇脂肪酸酯 4.5g/kg、乳酸链球菌素 0.6g/kg。,乳粉和奶油粉,01.03.01,乳粉和奶油粉,category_name_exact,,海藻酸丙二醇酯: SAFE | 丙二醇脂肪酸酯: SAFE | 乳酸链球菌素: RISK_OVERLIMIT,RISK,3,H-type,H-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,84,核查以下蔓越莓风味再制干酪配方是否符合GB2760：β-胡萝卜素 0.9g/kg、磷酸及磷酸盐 15g/kg、胭脂树橙 0.5g/kg。,调味再制干酪,01.06.04.02,调味再制干酪,category_name_exact,,β-胡萝卜素: SAFE | 磷酸及磷酸盐: RISK_OVERLIMIT | 胭脂树橙: SAFE,RISK,3,H-type,H-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,85,核查以下去核油桃是否符合 GB2760：抗坏血酸钙 2g/kg、β-胡萝卜素 0.8g/kg、巴西棕榈蜡 0.0003g/kg。,去皮或预切的鲜水果,04.01.01.03,去皮或预切的鲜水果,category_name_exact,,抗坏血酸钙: RISK_OVERLIMIT | β-胡萝卜素: RISK_FORBIDDEN | 巴西棕榈蜡: SAFE,RISK,3,N-type,H-type|N-type|O-type,L3_MIXED,True
partial-dataset-v1.0.0,86,核查以下配方是否符合 GB2760：二氧化硫及亚硫酸盐 0.02g/kg、海藻酸丙二醇酯 0.2g/kg、几丁质 0.3g/kg，适用于啤酒。,啤酒和麦芽饮料,15.03.05,啤酒和麦芽饮料,category_name_exact,,二氧化硫及亚硫酸盐: RISK_OVERLIMIT | 海藻酸丙二醇酯: SAFE | 几丁质: SAFE,RISK,3,O-type,O-type,L2_SINGLE,False
partial-dataset-v1.0.0,87,核查以下果酒配方是否符合GB2760：双乙酰酒石酸单双甘油酯 3.0g/kg、苯甲酸及其钠盐 1g/kg、桑椹红 1g/kg。,果酒,15.03.03,果酒,category_name_exact,,双乙酰酒石酸单双甘油酯: SAFE | 苯甲酸及其钠盐: RISK_OVERLIMIT | 桑椹红: SAFE,RISK,3,Easy-type,Easy-type,L1_EASY,False
partial-dataset-v1.0.0,88,请核查以下配方是否符合GB2760：紫胶 0.3g/kg、达瓦树胶 0.1g/kg、联苯醚 4.5g/kg，用于经表面处理的新鲜柑橘。,经表面处理的鲜水果(仅限柑橘类),04.01.01.02,经表面处理的鲜水果,rule_category_name_exact,,紫胶: SAFE | 联苯醚: RISK_OVERLIMIT | 达瓦树胶: RISK_FORBIDDEN,RISK,3,N-type,N-type,L2_SINGLE,False
partial-dataset-v1.0.0,89,核查以下熟肉制品配方是否符合 GB2760：ε-聚赖氨酸 0.2g/kg、β-胡萝卜素 0.012g/kg、β-环状糊精 1.5g/kg。,熟肉制品,08.03,熟肉制品,category_name_exact,,β-胡萝卜素: SAFE | ε-聚赖氨酸: SAFE | β-环状糊精: RISK_OVERLIMIT,RISK,3,Easy-type,Easy-type,L1_EASY,False
partial-dataset-v1.0.0,90,核查以下果泥配方是否符合GB2760标准：碳酸氢三钠 0.1g/kg、纽甜 0.042g/kg、双乙酰酒石酸单双甘油酯 2.0g/kg。,果泥,04.01.02.06,果泥,category_name_exact,,纽甜: SAFE | 双乙酰酒石酸单双甘油酯: SAFE | 碳酸氢三钠: RISK_FORBIDDEN,RISK,3,N-type,N-type,L2_SINGLE,False
partial-dataset-v1.0.0,91,"请核查鸡精配方中，L(+)-酒石酸,dl-酒石酸 9g/kg 和β-胡萝卜素 2.5g/kg、番茄红素 0.03g/kg的使用是否符合 GB2760 标准。",固体复合调味料(仅限鸡肉粉),12.10.01,固体复合调味料,rule_category_name_exact,,"L(+)-酒石酸,dl-酒石酸: SAFE | β-胡萝卜素: RISK_OVERLIMIT | 番茄红素: RISK_FORBIDDEN",RISK,3,O-type,O-type,L2_SINGLE,True
partial-dataset-v1.0.0,92,请核查干香菇配方中三氯蔗糖 0.24g/kg 和安赛蜜 0.18g/kg、乳酸链球菌素 0.6g/kg使用的合规性。,干制食用菌和藻类,04.03.02.02,干制食用菌和藻类,category_name_exact,,安赛蜜: SAFE | 三氯蔗糖(又名蔗糖素): SAFE | 乳酸链球菌素: RISK_OVERLIMIT,RISK,3,H-type,H-type,L2_SINGLE,False
partial-dataset-v1.0.0,93,胶基糖果中添加了以下食品添加剂：β-环状糊精 18g/kg、阿力甜 0.25g/kg、安赛蜜 5g/kg。请判断是否符合标准。,胶基糖果,05.02.01,胶基糖果,category_name_exact,,β-环状糊精: SAFE | 阿力甜: SAFE | 安赛蜜: RISK_OVERLIMIT,RISK,3,O-type,O-type,L2_SINGLE,False
partial-dataset-v1.0.0,94,核查以下人造奶油配方是否符合 GB2760：咖啡因 0.1g/kg、双乙酰酒石酸单双甘油酯 7.5g/kg、磷酸及磷酸盐 10.0g/kg。,人造黄油(人造奶油)及其类似制品(如黄油和人造黄油混合品),02.02.01.02,人造黄油(人造奶油)及其类似制品(如黄油和人造黄油混合品),category_name_exact,,磷酸及磷酸盐: RISK_OVERLIMIT | 双乙酰酒石酸单双甘油酯: SAFE | 咖啡因: RISK_FORBIDDEN,RISK,3,N-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,95,请核查以下腌渍蔬菜配方中添加剂使用的合规性：β-胡萝卜素 0.13g/kg、β-环状糊精 0.45g/kg、阿斯巴甜 0.5g/kg、安赛蜜 0.5g/kg、苯甲酸及其钠盐 0.9g/kg、红花黄 1g/kg，依据GB2760标准。,腌渍的蔬菜,04.02.02.03,腌渍的蔬菜,category_name_exact,,β-胡萝卜素: SAFE | β-环状糊精: SAFE | 阿斯巴甜: RISK_OVERLIMIT | 安赛蜜: RISK_OVERLIMIT | 苯甲酸及其钠盐: SAFE | 红花黄: RISK_OVERLIMIT,RISK,6,O-type,O-type,L2_SINGLE,False
partial-dataset-v1.0.0,96,请核查花卷配方中，可溶性大豆多糖 6.0g/kg 和海藻酸钙 4.0g/kg 的使用是否符合 GB2760 标准。,小麦 粉 制 品 [06.03.02.01 生 湿 面 制 品(如 面 条、饺 子 皮、馄 饼 皮、烧 麦 皮 )、06.03.02.02生干面制品除外],06.03.02,小麦粉制品,rule_category_name_exact,,可溶性大豆多糖: SAFE | 海藻酸钙(又名褐藻酸钙): SAFE,SAFE,2,H-type,H-type,L2_SINGLE,False
partial-dataset-v1.0.0,97,请核速溶咖啡配方中，司盘类 5.0g/kg 的使用是否符合 GB2760 标准。,速溶咖啡,14.06.03,速溶咖啡,category_name_exact,,司盘类: SAFE,SAFE,1,Easy-type,Easy-type,L1_EASY,False
partial-dataset-v1.0.0,98,请核查以下特殊医学婴儿用品配方是否符合GB2760标准：黄原胶 7.2g/kg，磷酸及磷酸盐 0.6g/kg。,特殊医学用途婴儿配方食品,13.01.03,特殊医学用途婴儿配方食品,category_name_exact,,磷酸及磷酸盐: SAFE | 黄原胶: SAFE,SAFE,2,Easy-type,Easy-type,L1_EASY,False
partial-dataset-v1.0.0,99,核查以下凉果类配方是否符合 GB2760：二氧化钛 6.0g/kg、天门冬酰苯丙氨酸甲酯乙酰磺胺酸 0.525g/kg、三氯蔗糖 1g/kg。,蜜饯类、凉果类,04.01.02.08.01,蜜饯类、凉果类,category_name_exact,,二氧化钛: SAFE | 天门冬酰苯丙氨酸甲酯乙酰磺胺酸: RISK_OVERLIMIT | 三氯蔗糖: SAFE,RISK,3,H-type,H-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,100,请核查以下冻草莓配方的合规性：阿斯巴甜 1.5g/kg、纽甜 0.2g/kg。,冷冻水果,04.01.02.01,冷冻水果,category_name_exact,,阿斯巴甜: SAFE | 纽甜: RISK_OVERLIMIT,RISK,2,O-type,O-type,L2_SINGLE,False
partial-dataset-v1.0.0,101,请核查以下粉圆配方的合规性：植物炭黑 1.20g/kg、柠檬黄 0.15g/kg。,粉圆,06.05.02.04,粉圆,category_name_exact,,植物炭黑: SAFE | 柠檬黄: SAFE,SAFE,2,Easy-type,Easy-type,L1_EASY,False
partial-dataset-v1.0.0,102,"请核查以下果蔬汁类饮料配方的合规性：罗望子多糖胶 1.80g/kg、L(+)-酒石酸,dl-酒石酸 4.5g/kg。",果蔬汁(浆)类饮料,14.02.03,果蔬汁(浆)类饮料,category_name_exact,,"罗望子多糖胶: SAFE | L(+)-酒石酸,dl-酒石酸: SAFE",SAFE,2,Easy-type,Easy-type,L1_EASY,False
partial-dataset-v1.0.0,103,请核查以下糕点上彩装配方的合规性：可可壳色 1.80g/kg、蓝锭果红 2.5g/kg。,糕点上彩装,07.02.04,糕点上彩装,category_name_exact,,可可壳色: SAFE | 蓝锭果红: SAFE,SAFE,2,Easy-type,Easy-type,L1_EASY,False
partial-dataset-v1.0.0,104,请核查以下配制酒配方的合规性：安赛蜜 0.3g/kg。,配制酒,15.02,配制酒,category_name_exact,,安赛蜜: SAFE,SAFE,1,Easy-type,Easy-type,L1_EASY,False
partial-dataset-v1.0.0,105,请核查以下膨化食品配方的合规性：阿斯巴甜 0.15g/kg。,膨化食品,16.06,膨化食品,category_name_exact,,阿斯巴甜: SAFE,SAFE,1,Easy-type,Easy-type,L1_EASY,False
partial-dataset-v1.0.0,106,请核查以下朗姆酒配方的合规性：焦糖色(亚硫酸铵法) 5.0g/L。,朗姆酒,15.01.06,朗姆酒,category_name_exact,,焦糖色(亚硫酸铵法): SAFE,SAFE,1,Easy-type,Easy-type,L1_EASY,False
partial-dataset-v1.0.0,107,请核查以下煎炸粉配方的合规性：胭脂虫红及其铝色淀 0.30g/kg。,面糊(如用于鱼和禽肉的拖面糊)、裹粉、煎炸粉,06.11,面糊(如用于鱼和禽肉的拖面糊)、裹粉、煎炸粉,category_name_exact,,胭脂虫红及其铝色淀: SAFE,SAFE,1,Easy-type,Easy-type,L1_EASY,False
partial-dataset-v1.0.0,108,请核查以下鱼子制品配方的合规性：日落黄及其铝色淀 0.12g/kg。,鱼子制品,09.03.03,鱼子制品,category_name_exact,,日落黄及其铝色淀: SAFE,SAFE,1,Easy-type,Easy-type,L1_EASY,False
partial-dataset-v1.0.0,109,请核查以下鲜味剂配方的合规性：氨基乙酸 0.60g/kg、ε-聚赖氨酸盐酸盐 0.4g/kg。,鲜味剂和助鲜剂,12.02,鲜味剂和助鲜剂,category_name_exact,,氨基乙酸: SAFE,SAFE,1,H-type,H-type,L2_SINGLE,False
partial-dataset-v1.0.0,110,请核查以下食醋配方的合规性：瓜尔胶 0.50g/kg。,食醋,12.03,食醋,category_name_exact,,瓜尔胶: RISK_FORBIDDEN,RISK,1,N-type,N-type,L2_SINGLE,False
partial-dataset-v1.0.0,111,请核查以下熟干水产品配方的合规性：硬脂酰乳酸钠、硬脂酰乳酸钙 0.50g/kg。,熟干水产品,09.04.01,熟干水产品,category_name_exact,,"硬脂酰乳酸钠,硬脂酰乳酸钙: RISK_FORBIDDEN",RISK,1,N-type,N-type,L2_SINGLE,False
partial-dataset-v1.0.0,112,请核查以下乳清粉配方的合规性：聚天冬氨酸钾 0.50g/kg。,其他乳制品(如乳清粉、酪蛋白粉等),01.08,其他乳制品(如乳清粉、酪蛋白粉等),category_name_exact,,聚天冬氨酸钾: RISK_FORBIDDEN,RISK,1,N-type,N-type,L2_SINGLE,False
partial-dataset-v1.0.0,113,请核查以下黄酒配方的合规性：液体二氧化碳(煤气化法) 0.50g/kg。,黄酒,15.03.02,黄酒,category_name_exact,,液体二氧化碳(煤气化法): RISK_FORBIDDEN,RISK,1,N-type,N-type,L2_SINGLE,False
partial-dataset-v1.0.0,114,请核查以下芽菜类配方的合规性：木糖醇酐单硬脂酸酯 0.50g/kg。,芽菜类,04.02.01.04,芽菜类,category_name_exact,,木糖醇酐单硬脂酸酯: RISK_FORBIDDEN,RISK,1,N-type,N-type,L2_SINGLE,False
partial-dataset-v1.0.0,115,请核查以下西式糕点配方的合规性：普鲁兰多糖 0.50g/kg。,西式糕点,07.02.02,西式糕点,category_name_exact,,普鲁兰多糖: RISK_FORBIDDEN,RISK,1,N-type,N-type,L2_SINGLE,False
partial-dataset-v1.0.0,116,请核查以下可可制品配方的合规性：赤藓红及其铝色淀 0.03g/kg，β-胡萝卜素 0.2g/kg，富马酸0.50g/kg。,可可制品(包括以可可为主要原料的脂、粉、浆、酱、馅等),05.01.01,可可制品(包括以可可为主要原料的脂、粉、浆、酱、馅等),category_name_exact,,"赤藓红及其铝色淀(包括赤藓红,赤藓红铝色淀): SAFE | β-胡萝卜素: RISK_OVERLIMIT | 富马酸: RISK_FORBIDDEN",RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,117,请核查以下蛋白饮料配方的合规性：安赛蜜 0.25g/kg，异构化乳糖 2.0g/kg，乙酰化单、双甘油脂肪酸酯 0.50g/kg。,浓缩果蔬汁(浆),14.02.02,浓缩果蔬汁(浆),category_name_exact,,安赛蜜: SAFE | 异构化乳糖: RISK_OVERLIMIT | 乙酰化单、双甘油脂肪酸酯: RISK_FORBIDDEN,RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,118,请核查以下糕点上彩装配方的合规性：赤藓红及其铝色淀 0.03g/kg，聚甘油脂肪酸酯 15g/kg，抗坏血酸棕榈酸酯 0.50g/kg。,糕点上彩装,07.02.04,糕点上彩装,category_name_exact,,赤藓红及其铝色淀: SAFE | 聚甘油脂肪酸酯: RISK_OVERLIMIT | 抗坏血酸棕榈酸酯: RISK_FORBIDDEN,RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,119,请核查以下其他焙烤食品配方的合规性：阿斯巴甜 1.50g/kg、海藻酸丙二醇酯 6g/kg、吗啉脂肪酸盐果蜡 0.50g/kg。,其他焙烤食品,07.05,其他焙烤食品,category_name_exact,,阿斯巴甜: SAFE | 海藻酸丙二醇酯: RISK_OVERLIMIT | 吗啉脂肪酸盐果蜡: RISK_FORBIDDEN,RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,120,请核查以下植物蛋白饮料配方的合规性：硬脂酰乳酸钠 1.20g/kg，阿斯巴甜 1.41g/kg，亚硝酸钠 0.50g/kg。,植物蛋白饮料,14.03.02,植物蛋白饮料,category_name_exact,,硬脂酰乳酸钠: SAFE | 阿斯巴甜: RISK_OVERLIMIT | 亚硝酸钠: RISK_FORBIDDEN,RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,121,请核查以下鱼肉灌肠类配方的合规性：竹叶抗氧化物 0.30g/kg，双乙酰酒石酸单双甘油酯 12g/kg，羟基硬脂精 0.50g/kg。,鱼肉灌肠类,09.04.05,鱼肉灌肠类,category_name_exact,,竹叶抗氧化物: SAFE | 双乙酰酒石酸单双甘油酯: RISK_OVERLIMIT | 羟基硬脂精: RISK_FORBIDDEN,RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,122,请核查以下食醋配方的合规性：双乙酸钠 1.50g/kg，栀子蓝 0.6g/kg，柠檬黄及其铝色淀 0.50g/kg。,食醋,12.03,食醋,category_name_exact,,双乙酸钠: SAFE | 栀子蓝: RISK_OVERLIMIT | 柠檬黄及其铝色淀: RISK_FORBIDDEN,RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,123,请核查以下胶基糖果配方是否合规：巴西棕榈蜡 0.50g/kg、β-胡萝卜素 0.6g/kg、黄原胶 0.50g/kg。,胶基糖果,05.02.01,胶基糖果,category_name_exact,,巴西棕榈蜡: SAFE | β-胡萝卜素: RISK_OVERLIMIT | 黄原胶: RISK_FORBIDDEN,RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,124,请核查以下浓缩汤配方的合规性：栀子黄 0.90g/kg、胭脂树橙 0.15g/kg、柠檬酸钾 0.50g/kg。,浓缩汤,12.10.03.01,浓缩汤,category_name_exact,,栀子黄: SAFE | 胭脂树橙: RISK_OVERLIMIT | 柠檬酸钾: RISK_FORBIDDEN,RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
